target_id	length	eff_length	est_counts	tpm
Blon_0001	1503	1304	2910	210.654
Blon_0002	387	188	12	6.02529
Blon_0003	1125	926	2334	237.927
Blon_0004	1239	1040	554	50.2841
Blon_0005	471	272	130	45.1158
Blon_0006	2130	1931	6740	329.482
Blon_0007	2652	2453	8872	341.412
Blon_0008	567	368	2671	685.142
Blon_0009	1422	1223	459	35.4275
Blon_0010	225	29.9375	22	69.3685
Blon_0011	1347	1148	7339	603.462
Blon_0012	291	92.0002	315	323.204
Blon_0013	279	80.003	264	311.496
Blon_0016	261	62.0706	5	7.60394
Blon_0017	645	446	56	11.8524
Blon_0018	276	77.0053	12	14.7101
Blon_R0001	76	3.6135	0	0
Blon_R0002	74	3.56892	0	0
Blon_0019	1263	1064	329	29.1883
Blon_0020	777	578	217	35.4394
Blon_0021	804	605	305	47.5882
Blon_0022	765	566	352	58.7058
Blon_0023	939	740	609	77.6855
Blon_0024	870	671	1003	141.102
Blon_0025	720	521	697	126.284
Blon_0026	1287	1088	1144	99.2549
Blon_0027	807	608	236	36.6406
Blon_0028	1314	1115	541	45.8012
Blon_0029	480	281	8388	2817.78
Blon_0030	1344	1145	967	79.7215
Blon_0031	1137	938	320	32.2034
Blon_0034	630	431	268	58.6965
Blon_0035	564	365	1766	456.723
Blon_0036	1917	1718	1001	55.0004
Blon_0037	1287	1088	608	52.7508
Blon_0038	471	272	28	9.71726
Blon_0039	1356	1157	318.571	25.9913
Blon_0040	1245	1046	171	15.4319
Blon_0041	1563	1364	128	8.8583
Blon_0042	1023	824	179	20.506
Blon_0043	1308	1109	139	11.8314
Blon_0044	906	707	31	4.13901
Blon_0045	879	680	50	6.9409
Blon_0046	1182	983	253	24.2953
Blon_0047	843	644	27	3.95761
Blon_0049	1224	1025	230	21.1816
Blon_0050	495	296	79	25.1936
Blon_0051	1650	1451	232	15.093
Blon_0053	1713	1514	1028	64.0947
Blon_0054	972	773	253	30.8955
Blon_0055	948	749	273	34.4061
Blon_0056	1920	1721	616	33.7874
Blon_0057	534	335	80	22.5424
Blon_0058	639	440	237	50.8452
Blon_0059	2754	2555	19761	730.084
Blon_0060	1881	1682	849	47.6471
Blon_0061	1662	1463	341	22.0021
Blon_0062	996	797	27	3.19786
Blon_0063	1482	1283	282	20.748
Blon_0064	1092	893	1702	179.913
Blon_0065	387	188	527	264.611
Blon_0066	672	473	916	182.805
Blon_0067	1152	953	596	59.0348
Blon_0068	1398	1199	363	28.5787
Blon_0069	417	218	100	43.301
Blon_0070	2526	2327	11018	446.952
Blon_0071	219	25.9389	350	1273.71
Blon_0072	855	656	415	59.7171
Blon_0073	471	272	1574	546.249
Blon_0074	801	602	764	119.799
Blon_0075	1143	944	1073	107.296
Blon_0076	645	446	937	198.317
Blon_0077	2088	1889	3989	199.336
Blon_0078	951	752	1345	168.834
Blon_0079	1467	1268	2477	184.4
Blon_0080	1560	1361	2402	166.598
Blon_0081	1695	1496	3833	241.859
Blon_0082	525	326	1024	296.508
Blon_0083	702	503	2991	561.31
Blon_0084	2373	2174	2306	100.128
Blon_0085	1092	893	923	97.5674
Blon_0086	957	758	687	85.5544
Blon_0087	1377	1178	3928	314.761
Blon_0088	2643	2444	7363	284.386
Blon_0089	975	776	935	113.738
Blon_0090	600	401	500	117.701
Blon_0091	951	752	813	102.053
Blon_0092	1173	974	1250	121.145
Blon_0093	333	134	125	88.0562
Blon_0094	843	644	653	95.7154
Blon_0095	423	224	59	24.8633
Blon_0096	615	416	711	161.336
Blon_0097	321	122	457	353.599
Blon_0098	348	149	373	236.307
Blon_0099	240	42.049	152	341.227
Blon_R0003	86	3.85692	0	0
Blon_0101	1314	1115	873	73.9084
Blon_0102	2052	1853	18047	919.357
Blon_0103	2163	1964	3367	161.829
Blon_0104	1302	1103	134	11.4679
Blon_0105	885	686	98	13.4852
Blon_0106	1116	917	132	13.5881
Blon_0107	813	614	81	12.4529
Blon_0108	711	512	81	14.9338
Blon_0109	975	776	299	36.3717
Blon_0110	699	500	183	34.549
Blon_0111	1722	1523	472	29.2548
Blon_0112	666	467	183	36.9904
Blon_0113	822	623	368	55.7589
Blon_0114	612	413	129	29.4845
Blon_0115	855	656	135	19.4261
Blon_0116	1452	1253	3591	270.532
Blon_0117	939	740	5077	647.635
Blon_R0004	74	3.56892	0	0
Blon_0118	1176	977	1586	153.237
Blon_0119	639	440	513	110.057
Blon_0120	1089	890	1017	107.866
Blon_0121	627	428	255	56.2407
Blon_0122	189	13.1915	14	100.181
Blon_0123	1287	1088	4436	384.873
Blon_0124	1515	1316	1072	76.8942
Blon_0125	1041	842	479	53.7005
Blon_0126	396	197	138	66.1253
Blon_0127	1086	887	312	33.2036
Blon_0128	1527	1328	350	24.8785
Blon_0129	1638	1439	1909	125.228
Blon_0130	1368	1169	624	50.3877
Blon_0131	1053	854	2837.85	313.68
Blon_0132	594	395	421	100.61
Blon_0133	735	536	990	174.351
Blon_0134	567	368	1242	318.587
Blon_0135	366	167	20	11.3049
Blon_0136	1053	854	3833.15	423.694
Blon_0137	1818	1619	1530	89.2071
Blon_0138	1035	836	689	77.7979
Blon_0139	2238	2039	3368	155.923
Blon_0140	2079	1880	89	4.46876
Blon_0141	1896	1697	11787	655.656
Blon_0142	687	488	3345	647.04
Blon_0143	1011	812	3100	360.38
Blon_0144	588	389	492	119.391
Blon_0145	1353	1154	248	20.2862
Blon_0146	1122	923	403	41.2153
Blon_0147	1500	1301	323	23.4358
Blon_0148	804	605	191	29.8011
Blon_0149	672	473	443	88.4092
Blon_0150	726	527	931	166.761
Blon_0151	951	752	47	5.89976
Blon_0152	1068	869	31	3.36741
Blon_0153	654	455	4	0.829857
Blon_0154	603	404	19	4.43943
Blon_0155	288	89.0004	4	4.24251
Blon_0156	387	188	13	6.5274
Blon_0157	378	179	19	10.0197
Blon_0158	1131	932	755	76.4691
Blon_0159	600	401	178	41.9016
Blon_0160	2772	2573	1875	68.7885
Blon_0161	603	404	226	52.8058
Blon_0162	1134	935	209	21.1003
Blon_0163	492	293	71	22.8742
Blon_0164	765	566	1147	191.294
Blon_0165	567	368	661	169.554
Blon_0166	1095	896	998	105.142
Blon_0167	621	422	511	114.304
Blon_0168	1581	1382	1468	100.27
Blon_0169	510	311	99	30.049
Blon_0170	1917	1718	6357	349.288
Blon_0171	2322	2123	3198	142.195
Blon_0172	963	764	963	118.984
Blon_0173	3084	2885	4171	136.474
Blon_0174	702	503	413	77.5063
Blon_0175	1152	953	845	83.6987
Blon_0176	630	431	296	64.829
Blon_0177	261	62.0706	1168	1776.28
Blon_0178	1650	1451	2691	175.066
Blon_0179	555	356	711	188.527
Blon_0180	1602	1403	3405	229.094
Blon_0181	1518	1319	8744	625.778
Blon_0182	348	149	499	316.132
Blon_0183	618	419	1321	297.607
Blon_0184	1422	1223	477	36.8168
Blon_0185	1452	1253	1922	144.796
Blon_0186	660	461	236	48.3243
Blon_0187	909	710	692	92.0031
Blon_0188	876	677	920	128.278
Blon_0189	1128	929	1741	176.904
Blon_0190	417	218	105	45.4661
Blon_0191	1521	1322	5720	408.432
Blon_R0006	76	3.6135	0	0
Blon_R0007	75	3.59105	0	0
Blon_0192	498	299	247	77.9795
Blon_0193	849	650	183	26.5762
Blon_0194	714	515	247	45.2735
Blon_R0008	88	3.91013	0	0
Blon_0195	1644	1445	94	6.14065
Blon_0196	1929	1730	314	17.1332
Blon_0197	696	497	290	55.0803
Blon_0198	1269	1070	501	44.1986
Blon_0199	1305	1106	426	36.3588
Blon_0200	1224	1025	406	37.3901
Blon_0201	798	599	248	39.0822
Blon_0202	564	365	309	79.9135
Blon_0203	600	401	229	53.9071
Blon_0204	2163	1964	917	44.074
Blon_0205	2631	2432	1216	47.1981
Blon_0206	1287	1088	3320	288.047
Blon_0207	1530	1331	4625	328.011
Blon_0208	843	644	319	46.7584
Blon_0209	1026	827	815	93.0265
Blon_0210	1539	1340	1191	83.8999
Blon_R0009	76	3.6135	0	0
Blon_0211	567	368	139	35.6551
Blon_0212	156	7.59116	0	0
Blon_0213	300	101	34	31.7769
Blon_0214	1263	1064	176	15.6144
Blon_0215	669	470	248	49.8091
Blon_0216	1167	968	357	34.8135
Blon_0217	285	86.0009	29	31.831
Blon_0218	1638	1439	1947	127.72
Blon_0219	1035	836	691	78.0237
Blon_0220	930	731	470	60.6925
Blon_0221	294	95.0001	233	231.519
Blon_0222	1263	1064	2505	222.239
Blon_0223	1296	1097	1988	171.066
Blon_0224	339	140	519	349.94
Blon_0225	1842	1643	492	28.2672
Blon_0226	1446	1247	331	25.0563
Blon_0227	1461	1262	1197	89.5343
Blon_0228	1482	1283	1148	84.4637
Blon_0229	753	554	475	80.9354
Blon_0230	288	89.0004	697	739.257
Blon_0231	1821	1622	3723	216.669
Blon_0232	837	638	477	70.5752
Blon_0233	1014	815	2527	292.686
Blon_0234	291	92.0002	3037	3116.09
Blon_0235	660	461	13085	2679.34
Blon_0236	249	50.3754	4469	8374.27
Blon_0237	447	248	11853	4511.61
Blon_R0010	74	3.56892	0	0
Blon_0238	237	39.4185	8	19.1578
Blon_0239	693	494	58	11.083
Blon_0240	705	506	80	14.9243
Blon_0241	771	572	84	13.8624
Blon_0242	933	734	57	7.3305
Blon_0243	603	404	183	42.7587
Blon_0244	1179	980	418	40.2629
Blon_0245	1206	1007	500	46.87
Blon_0247	1218	1019	245.5	22.7422
Blon_0248	1350	1151	312.255	25.6087
Blon_0249	249	50.3754	6	11.2431
Blon_0250	735	536	802	141.242
Blon_0251	2667	2468	1966	75.1957
Blon_0252	282	83.0016	66	75.0606
Blon_0253	1425	1226	647	49.816
Blon_0254	630	431	590	129.22
Blon_0255	849	650	464	67.3844
Blon_0256	363	164	35	20.1455
Blon_0257	969	770	23	2.81963
Blon_0258	351	152	1734	1076.86
Blon_0259	1542	1343	8510	598.147
Blon_0260	1500	1301	10442	757.637
Blon_0261	1065	866	5029	548.174
Blon_0262	315	116	738	600.555
Blon_0263	1872	1673	1550	87.4562
Blon_0264	1614	1415	7454	497.265
Blon_0265	2064	1865	6888	348.633
Blon_0266	1149	950	1272	126.392
Blon_0267	1446	1247	423	32.0205
Blon_0268	1821	1622	680	39.5743
Blon_0270	1359	1160	180	14.6477
Blon_0271	1464	1265	78	5.82048
Blon_0273	390	191	358	176.931
Blon_0274	2043	1844	1843	94.345
Blon_0275	2736	2537	13101	487.46
Blon_0276	1467	1268	746	55.536
Blon_0277	687	488	375	72.5381
Blon_0278	801	602	1409	220.937
Blon_0279	705	506	1275	237.856
Blon_0280	579	380	1864	463.038
Blon_0281	495	296	5784	1844.55
Blon_0282	2094	1895	3894	193.973
Blon_0283	1968	1769	256	13.6605
Blon_0284	162	8.26769	1	11.4175
Blon_0285	735	536	37	6.51616
Blon_0286	348	149	5	3.16766
Blon_0287	888	689	75.0498	10.2822
Blon_0288	1224	1025	188	17.3137
Blon_0290	501	302	17	5.3137
Blon_0291	396	197	27	12.9376
Blon_0292	552	353	50	13.3706
Blon_0293	216	24.1385	0	0
Blon_0294	192	14.0216	0	0
Blon_0295	411	212	12	5.34318
Blon_0296	849	650	23	3.34017
Blon_0297	168	9.06081	0	0
Blon_0298	1068	869	85	9.23323
Blon_R0011	77	3.63627	0	0
Blon_0299	132	5.68809	0	0
Blon_0300	285	86.0009	255	279.893
Blon_0301	282	83.0016	115	130.787
Blon_0302	1035	836	589	66.5064
Blon_0303	813	614	5188	797.602
Blon_0304	231	34.449	1606	4400.72
Blon_0305	519	320	12442	3670.24
Blon_0306	837	638	15481	2290.51
Blon_0307	1632	1433	41031	2702.84
Blon_0308	924	725	17555	2285.69
Blon_0309	1473	1274	30301	2245.13
Blon_0310	294	95.0001	3807	3782.8
Blon_0311	771	572	873	144.07
Blon_0312	990	791	1963	234.26
Blon_0313	1071	872	2879	311.659
Blon_0314	1008	809	2267	264.519
Blon_0315	975	776	1569	190.86
Blon_0316	627	428	684	150.858
Blon_R0012	76	3.6135	0	0
Blon_0317	390	191	249	123.061
Blon_0318	993	794	1224	145.518
Blon_0319	1002	803	2092	245.924
Blon_0320	1188	989	2812	268.395
Blon_0321	1167	968	400	39.0067
Blon_0322	948	749	98	12.3509
Blon_0323	822	623	77	11.667
Blon_0324	1131	932	102	10.3309
Blon_0325	1044	845	482	53.845
Blon_0326	798	599	595	93.7659
Blon_0327	1434	1235	702	53.6568
Blon_0328	717	518	274	49.9316
Blon_0329	1413	1214	429	33.3575
Blon_0330	495	296	38	12.1184
Blon_0331	210	20.9285	5	22.5521
Blon_R0013	73	3.5471	0	0
Blon_R0014	72	3.52559	0	0
Blon_R0015	76	3.6135	0	0
Blon_0332	345	146	1687	1090.73
Blon_0334	324	125	239	180.486
Blon_0335	744	545	410	71.0137
Blon_0336	1278	1079	558	48.8166
Blon_0337	1017	818	1636	188.792
Blon_0338	195	14.9308	4572	28905.3
Blon_0339	2835	2636	2011	72.0147
Blon_0340	519	320	36	10.6196
Blon_0341	912	713	115	15.2252
Blon_0342	978	779	117	14.1776
Blon_0343	1410	1211	75	5.84617
Blon_0344	630	431	37.3365	8.17732
Blon_0345	1224	1025	93	8.56473
Blon_0346	2025	1826	641.95	33.186
Blon_0347	1179	980	177	17.0491
Blon_0348	600	401	165.613	38.9858
Blon_0349	612	413	279	63.7689
Blon_0350	816	617	434	66.3986
Blon_0351	1647	1448	1431	93.288
Blon_0352	981	782	936	112.986
Blon_0353	876	677	1609	224.348
Blon_0354	678	479	1106	217.959
Blon_0355	1560	1361	7222	500.903
