target_id	length	eff_length	est_counts	tpm
Blon_0001	1503	1304	2350	198.585
Blon_0002	387	188	16	9.37817
Blon_0003	1125	926	2266	269.653
Blon_0004	1239	1040	509	53.9312
Blon_0005	471	272	114	46.184
Blon_0006	2130	1931	5877	335.374
Blon_0007	2652	2453	7663	344.237
Blon_0008	567	368	2527	756.682
Blon_0009	1422	1223	369	33.2473
Blon_0010	225	29.9375	13	47.8503
Blon_0011	1347	1148	7755	744.382
Blon_0012	291	92.0002	258	309.02
Blon_0013	279	80.003	198	272.719
Blon_0016	261	62.0706	12	21.3035
Blon_0017	645	446	97	23.9658
Blon_0018	276	77.0053	12	17.1718
Blon_R0001	76	3.6135	0	0
Blon_R0002	74	3.56892	0	0
Blon_0019	1263	1064	171	17.7097
Blon_0020	777	578	109	20.7804
Blon_0021	804	605	150	27.3207
Blon_0022	765	566	159	30.9554
Blon_0023	939	740	318	47.3534
Blon_0024	870	671	588	96.563
Blon_0025	720	521	375	79.3139
Blon_0026	1287	1088	823	83.3541
Blon_0027	807	608	215	38.9664
Blon_0028	1314	1115	454	44.868
Blon_0029	480	281	7009	2748.56
Blon_0030	1344	1145	912	87.7698
Blon_0031	1137	938	252	29.6042
Blon_0034	630	431	253	64.6843
Blon_0035	564	365	2057	621.008
Blon_0036	1917	1718	1049	67.2834
Blon_0037	1287	1088	669	67.7568
Blon_0038	471	272	15	6.07685
Blon_0039	1356	1157	330.286	31.4566
Blon_0040	1245	1046	134	14.1166
Blon_0041	1563	1364	87	7.02847
Blon_0042	1023	824	145	19.3908
Blon_0043	1308	1109	179	17.786
Blon_0044	906	707	46	7.16959
Blon_0045	879	680	38	6.15787
Blon_0046	1182	983	276	30.9394
Blon_0047	843	644	15	2.56662
Blon_0049	1224	1025	220	23.6513
Blon_0050	495	296	117	43.5562
Blon_0051	1650	1451	169	12.8344
Blon_0053	1713	1514	1055	76.7861
Blon_0054	972	773	214	30.5063
Blon_0055	948	749	260	38.2514
Blon_0056	1920	1721	603	38.6093
Blon_0057	534	335	81	26.6438
Blon_0058	639	440	206	51.5906
Blon_0059	2754	2555	21927	945.68
Blon_0060	1881	1682	778	50.9694
Blon_0061	1662	1463	338	25.4582
Blon_0062	996	797	33	4.56259
Blon_0063	1482	1283	234	20.0976
Blon_0064	1092	893	1281	158.071
Blon_0065	387	188	409	239.729
Blon_0066	672	473	683	159.117
Blon_0067	1152	953	501	57.9296
Blon_0068	1398	1199	289	26.5604
Blon_0069	417	218	94	47.5146
Blon_0070	2526	2327	13417	635.353
Blon_0071	219	25.9389	402	1707.78
Blon_0072	855	656	316	53.081
Blon_0073	471	272	1322	535.573
Blon_0074	801	602	632	115.685
Blon_0075	1143	944	897	104.707
Blon_0076	645	446	753	186.044
Blon_0077	2088	1889	3805	221.962
Blon_0078	951	752	1300	190.494
Blon_0079	1467	1268	2227	193.534
Blon_0080	1560	1361	2110	170.836
Blon_0081	1695	1496	3417	251.692
Blon_0082	525	326	844	285.286
Blon_0083	702	503	2581	565.426
Blon_0084	2373	2174	1820	92.2503
Blon_0085	1092	893	949	117.104
Blon_0086	957	758	581	84.4623
Blon_0087	1377	1178	1994	186.524
Blon_0088	2643	2444	3901	175.886
Blon_0089	975	776	885	125.672
Blon_0090	600	401	585	160.756
Blon_0091	951	752	780	114.296
Blon_0092	1173	974	1149	129.992
Blon_0093	333	134	148	121.706
Blon_0094	843	644	629	107.627
Blon_0095	423	224	46	22.629
Blon_0096	615	416	315	83.4398
Blon_0097	321	122	422	381.161
Blon_0098	348	149	415	306.915
Blon_0099	240	42.049	133	348.54
Blon_R0003	86	3.85692	0	0
Blon_0101	1314	1115	659	65.1278
Blon_0102	2052	1853	12125	721.045
Blon_0103	2163	1964	2553	143.24
Blon_0104	1302	1103	95	9.49082
Blon_0105	885	686	69	11.0836
Blon_0106	1116	917	84	10.0941
Blon_0107	813	614	71	12.7422
Blon_0108	711	512	57	12.2676
Blon_0109	975	776	272	38.6245
Blon_0110	699	500	196	43.1958
Blon_0111	1722	1523	477	34.5123
Blon_0112	666	467	168	39.6413
Blon_0113	822	623	254	44.9264
Blon_0114	612	413	114	30.4166
Blon_0115	855	656	113	18.9815
Blon_0116	1452	1253	3130	275.264
Blon_0117	939	740	4375	651.482
Blon_R0004	74	3.56892	0	0
Blon_0118	1176	977	1310	147.752
Blon_0119	639	440	444	111.195
Blon_0120	1089	890	1000	123.813
Blon_0121	627	428	215	55.3542
Blon_0122	189	13.1915	10	83.5334
Blon_0123	1287	1088	3700	374.739
Blon_0124	1515	1316	765	64.0562
Blon_0125	1041	842	385	50.3854
Blon_0126	396	197	121	67.6823
Blon_0127	1086	887	325	40.3753
Blon_0128	1527	1328	259	21.491
Blon_0129	1638	1439	2550	195.27
Blon_0130	1368	1169	389	36.6683
Blon_0131	1053	854	2572.43	331.926
Blon_0132	594	395	212	59.1418
Blon_0133	735	536	385	79.1502
Blon_0134	567	368	519	155.409
Blon_0135	366	167	15	9.89762
Blon_0136	1053	854	3443.57	444.332
Blon_0137	1818	1619	770	52.4083
Blon_0138	1035	836	1236	162.918
Blon_0139	2238	2039	11262	608.631
Blon_0140	2079	1880	70	4.10295
Blon_0141	1896	1697	12409	805.769
Blon_0142	687	488	3589	810.419
Blon_0143	1011	812	3118	423.132
Blon_0144	588	389	501	141.92
Blon_0145	1353	1154	171	16.3285
Blon_0146	1122	923	357	42.6209
Blon_0147	1500	1301	289	24.478
Blon_0148	804	605	197	35.8812
Blon_0149	672	473	332	77.3451
Blon_0150	726	527	703	146.994
Blon_0151	951	752	43	6.30096
Blon_0152	1068	869	21	2.6629
Blon_0153	654	455	11	2.66402
Blon_0154	603	404	6	1.63654
Blon_0155	288	89.0004	5	6.19061
Blon_0156	387	188	7	4.10295
Blon_0157	378	179	13	8.00288
Blon_0158	1131	932	728	86.0739
Blon_0159	600	401	200	54.9593
Blon_0160	2772	2573	1419	60.7713
Blon_0161	603	404	198	54.0057
Blon_0162	1134	935	222	26.1636
Blon_0163	492	293	44	16.5478
Blon_0164	765	566	1298	252.705
Blon_0165	567	368	777	232.664
Blon_0166	1095	896	1028	126.427
Blon_0167	621	422	566	147.795
Blon_0168	1581	1382	1512	120.559
Blon_0169	510	311	55	19.4876
Blon_0170	1917	1718	6294	403.701
Blon_0171	2322	2123	1975	102.512
Blon_0172	963	764	818	117.982
Blon_0173	3084	2885	3448	131.697
Blon_0174	702	503	305	66.8171
Blon_0175	1152	953	631	72.9613
Blon_0176	630	431	209	53.4349
Blon_0177	261	62.0706	579	1027.89
Blon_0178	1650	1451	2107	160.012
Blon_0179	555	356	791	244.84
Blon_0180	1602	1403	3926	308.353
Blon_0181	1518	1319	9759	815.298
Blon_0182	348	149	493	364.6
Blon_0183	618	419	1054	277.193
Blon_0184	1422	1223	326	29.3729
Blon_0185	1452	1253	1056	92.8686
Blon_0186	660	461	295	70.5143
Blon_0187	909	710	751	116.557
Blon_0188	876	677	1104	179.695
Blon_0189	1128	929	2432	288.472
Blon_0190	417	218	91	45.9982
Blon_0191	1521	1322	5096	424.77
Blon_R0006	76	3.6135	0	0
Blon_R0007	75	3.59105	0	0
Blon_0192	498	299	166	61.1776
Blon_0193	849	650	127	21.5301
Blon_0194	714	515	326	69.7535
Blon_R0008	88	3.91013	0	0
Blon_0195	1644	1445	103	7.85462
Blon_0196	1929	1730	250	15.9239
Blon_0197	696	497	239	52.9904
Blon_0198	1269	1070	399	41.0908
Blon_0199	1305	1106	322	32.0816
Blon_0200	1224	1025	374	40.2072
Blon_0201	798	599	203	37.3444
Blon_0202	564	365	277	83.6263
Blon_0203	600	401	192	52.761
Blon_0204	2163	1964	851	47.7468
Blon_0205	2631	2432	1116	50.5657
Blon_0206	1287	1088	3558	360.357
Blon_0207	1530	1331	4581	379.261
Blon_0208	843	644	348	59.5455
Blon_0209	1026	827	936	124.717
Blon_0210	1539	1340	1287	105.835
Blon_R0009	76	3.6135	0	0
Blon_0211	567	368	89	26.65
Blon_0212	156	7.59116	0	0
Blon_0213	300	101	13	14.1833
Blon_0214	1263	1064	132	13.6706
Blon_0215	669	470	189	44.3118
Blon_0216	1167	968	289	32.8987
Blon_0217	285	86.0009	28	35.8766
Blon_0218	1638	1439	1798	137.684
Blon_0219	1035	836	545	71.8366
Blon_0220	930	731	395	59.5437
Blon_0221	294	95.0001	192	222.707
