target_id	length	eff_length	est_counts	tpm
Blon_0001	1503	1304	2139	204.654
Blon_0002	387	188	11	7.29998
Blon_0003	1125	926	1944	261.922
Blon_0004	1239	1040	393	47.1461
Blon_0005	471	272	100	45.8688
Blon_0006	2130	1931	5053	326.478
Blon_0007	2652	2453	7504	381.665
Blon_0008	567	368	2415	818.759
Blon_0009	1422	1223	452	46.1104
Blon_0010	225	29.9375	2	8.33493
Blon_0011	1347	1148	6294	684.024
Blon_0012	291	92.0002	260	352.591
Blon_0013	279	80.003	213	332.17
Blon_0016	261	62.0706	5	10.0501
Blon_0017	645	446	31	8.67188
Blon_0018	276	77.0053	9	14.5817
Blon_R0001	76	3.6135	0	0
Blon_R0002	74	3.56892	0	0
Blon_0019	1263	1064	183	21.4583
Blon_0020	777	578	105	22.6646
Blon_0021	804	605	158	32.5828
Blon_0022	765	566	179	39.4569
Blon_0023	939	740	307	51.7599
Blon_0024	870	671	539	100.22
Blon_0025	720	521	435	104.169
Blon_0026	1287	1088	703	80.6145
Blon_0027	807	608	161	33.0376
Blon_0028	1314	1115	575	64.3398
Blon_0029	480	281	9446	4194
Blon_0030	1344	1145	682	74.3131
Blon_0031	1137	938	251	33.3855
Blon_0034	630	431	255	73.8158
Blon_0035	564	365	2106	719.867
Blon_0036	1917	1718	999	72.5486
Blon_0037	1287	1088	979	112.264
Blon_0038	471	272	27	12.3846
Blon_0039	1356	1157	301.714	32.5349
Blon_0040	1245	1046	200	23.8553
Blon_0041	1563	1364	126	11.525
Blon_0042	1023	824	155	23.4688
Blon_0043	1308	1109	123	13.8376
Blon_0044	906	707	32	5.64699
Blon_0045	879	680	53	9.72419
Blon_0046	1182	983	216	27.4149
Blon_0047	843	644	21	4.06837
Blon_0049	1224	1025	190	23.1268
Blon_0050	495	296	65	27.3973
Blon_0051	1650	1451	149	12.8117
Blon_0053	1713	1514	893	73.5889
Blon_0054	972	773	189	30.5048
Blon_0055	948	749	254	42.3096
Blon_0056	1920	1721	546	39.5821
Blon_0057	534	335	83	30.9115
Blon_0058	639	440	196	55.5763
Blon_0059	2754	2555	16516	806.493
Blon_0060	1881	1682	566	41.9833
Blon_0061	1662	1463	354	30.1888
Blon_0062	996	797	39	6.1051
Blon_0063	1482	1283	201	19.5459
Blon_0064	1092	893	1221	170.589
Blon_0065	387	188	487	323.19
Blon_0066	672	473	802	211.544
Blon_0067	1152	953	612	80.1208
Blon_0068	1398	1199	402	41.8305
Blon_0069	417	218	74	42.3508
Blon_0070	2526	2327	7768	416.485
Blon_0071	219	25.9389	333	1601.7
Blon_0072	855	656	298	56.676
Blon_0073	471	272	1178	540.335
Blon_0074	801	602	611	126.628
Blon_0075	1143	944	871	115.115
Blon_0076	645	446	773	216.238
Blon_0077	2088	1889	3670	242.393
Blon_0078	951	752	1153	191.293
Blon_0079	1467	1268	1963	193.147
Blon_0080	1560	1361	2050	187.924
Blon_0081	1695	1496	3268	272.544
Blon_0082	525	326	860	329.13
Blon_0083	702	503	2830	701.948
Blon_0084	2373	2174	1914	109.842
Blon_0085	1092	893	836	116.8
Blon_0086	957	758	678	111.596
Blon_0087	1377	1178	3740	396.107
Blon_0088	2643	2444	7381	376.791
Blon_0089	975	776	818	131.516
Blon_0090	600	401	461	143.431
Blon_0091	951	752	594	98.5497
Blon_0092	1173	974	975	124.891
Blon_0093	333	134	106	98.6933
Blon_0094	843	644	561	108.683
Blon_0095	423	224	56	31.1908
Blon_0096	615	416	605	181.447
Blon_0097	321	122	380	388.607
Blon_0098	348	149	275	230.268
Blon_0099	240	42.049	122	361.985
Blon_R0003	86	3.85692	0	0
Blon_0101	1314	1115	735	82.243
Blon_0102	2052	1853	15712	1057.9
Blon_0103	2163	1964	3414	216.875
Blon_0104	1302	1103	185	20.9258
Blon_0105	885	686	116	21.097
Blon_0106	1116	917	136	18.5036
Blon_0107	813	614	89	18.0846
Blon_0108	711	512	79	19.2506
Blon_0109	975	776	283	45.5
Blon_0110	699	500	189	47.1605
Blon_0111	1722	1523	484	39.649
Blon_0112	666	467	202	53.9661
Blon_0113	822	623	419	83.9098
Blon_0114	612	413	127	38.3654
Blon_0115	855	656	148	28.1478
Blon_0116	1452	1253	3167	315.343
Blon_0117	939	740	3195	538.674
Blon_R0004	74	3.56892	0	0
Blon_0118	1176	977	1276	162.946
Blon_0119	639	440	389	110.302
Blon_0120	1089	890	769	107.801
Blon_0121	627	428	209	60.9241
Blon_0122	189	13.1915	7	66.2047
Blon_0123	1287	1088	3694	423.599
Blon_0124	1515	1316	846	80.2049
Blon_0125	1041	842	458	67.8641
